Order Number,Line Number,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Unit Price,Net Price,Unit Cost,Currency Code,Exchange Rate
320704,2,2018-10-12,2018-10-14,1393915,999999,1131,1,328.0000,328.0000,150.8400,USD,1
325709,2,2018-12-01,2018-12-04,1653398,999999,836,1,15.9000,14.9460,8.1100,USD,1
328009,2,2018-12-24,2018-12-27,1674530,999999,442,3,269.9000,267.2010,137.6000,USD,1
288902,2,2017-11-28,2017-12-02,1935534,999999,1314,4,225.5000,225.5000,103.6970,USD,1
284405,2,2017-10-14,2017-10-16,1434062,999999,585,5,208.5000,198.0750,106.3050,USD,1
347905,2,2019-07-11,2019-07-14,1950933,999999,1515,5,230.0000,218.5000,105.7700,USD,1
370003,2,2020-02-17,2020-02-19,2067658,999999,1454,6,199.0000,183.0800,91.5100,USD,1
322702,2,2018-11-01,2018-11-04,1873894,999999,261,5,399.0000,391.0200,183.4900,USD,1
324103,2,2018-11-15,2018-11-17,2028309,999999,1776,1,43.0000,37.8400,21.9200,USD,1
363502,2,2019-12-14,2019-12-18,1570197,999999,2085,3,1475.0000,1312.7500,488.7000,USD,1
348604,2,2019-07-18,2019-07-19,1542042,999999,432,2,499.9000,499.9000,254.8600,USD,1
291306,2,2017-12-22,2017-12-24,1868534,999999,409,3,489.0000,489.0000,249.3000,USD,1
316600,2,2018-09-01,2018-09-03,1410200,999999,2092,1,791.0000,711.9000,363.7500,USD,1
315210,2,2018-08-18,2018-08-21,1619779,999999,141,5,299.9900,263.9912,152.9400,USD,1
296106,2,2018-02-08,2018-02-13,1450204,999999,504,4,1303.5000,1303.5000,431.8800,USD,1
364919,2,2019-12-28,2019-12-31,1479007,999999,1678,4,16.8900,16.8900,5.6000,USD,1
364504,2,2019-12-24,2019-12-26,1525537,999999,1649,6,259.9900,259.9900,86.1400,USD,1
291712,2,2017-12-26,2017-12-29,1792290,999999,1669,1,6.2010,5.3948,2.8530,USD,1
323300,2,2018-11-07,2018-11-11,1661465,999999,19,2,109.9500,101.1540,50.5600,USD,1
287504,2,2017-11-14,2017-11-16,1779707,999999,835,4,79.3500,79.3500,40.4550,USD,1
288202,2,2017-11-21,2017-11-22,1582099,999999,380,5,1948.5000,1714.6800,645.5700,USD,1
365411,2,2020-01-02,2020-01-04,1434436,999999,62,5,181.0000,181.0000,83.2400,USD,1
352100,2,2019-08-22,2019-08-27,1496135,999999,426,1,499.9000,439.9120,254.8600,USD,1
325402,2,2018-11-28,2018-11-30,1483842,999999,140,1,499.9900,499.9900,229.9300,USD,1
331002,2,2019-01-23,2019-01-26,1640061,999999,434,2,599.0000,599.0000,275.4600,USD,1
274606,2,2017-07-08,2017-07-11,1248660,999999,1665,7,4.4910,4.4910,2.2860,USD,1
316604,2,2018-09-01,2018-09-06,1591385,999999,2444,3,4.9900,4.4411,2.5400,USD,1
290600,2,2017-12-15,2017-12-18,1736578,999999,1414,1,358.4000,358.4000,164.8220,USD,1
365208,2,2019-12-31,2020-01-03,1866061,999999,462,3,869.0000,869.0000,287.9200,USD,1
297500,2,2018-02-22,2018-02-24,1510814,999999,876,1,194.9250,173.4832,64.5900,USD,1
367701,2,2020-01-25,2020-01-30,1746117,999999,2105,1,1475.0000,1298.0000,488.7000,USD,1
362300,2,2019-12-02,2019-12-05,1337977,999999,578,2,999.0000,869.1300,459.4000,USD,1
297702,2,2018-02-24,2018-02-25,1918384,999999,2101,1,789.7500,679.1850,363.1770,USD,1
329902,2,2019-01-12,2019-01-13,1684201,999999,1485,1,230.0000,207.0000,105.7700,USD,1
309502,2,2018-06-22,2018-06-25,1743429,999999,1687,5,6.8800,6.8800,3.1600,USD,1
283600,2,2017-10-06,2017-10-09,1917052,999999,1100,2,695.2000,618.7280,230.3290,USD,1
327109,2,2018-12-15,2018-12-16,1960811,999999,1735,3,28.0000,24.6400,14.2800,USD,1
366008,2,2020-01-08,2020-01-12,1512372,999999,831,8,19.9000,19.9000,10.1500,USD,1
286305,2,2017-11-02,2017-11-06,2041197,999999,1417,1,375.2000,330.1760,172.5360,USD,1
345600,2,2019-06-18,2019-06-20,2052621,999999,1598,1,57.8800,49.7768,26.6200,USD,1
370804,2,2020-02-25,2020-02-27,1538939,999999,2505,3,9.9900,8.7912,5.0900,USD,1
296803,2,2018-02-15,2018-02-21,1329087,999999,1550,4,392.0000,360.6400,180.2640,USD,1
357502,2,2019-10-15,2019-10-16,1925225,999999,947,7,165.0000,141.9000,75.8800,USD,1
370408,2,2020-02-21,2020-02-27,1570765,999999,1577,4,219.0000,219.0000,72.5600,USD,1
290712,2,2017-12-16,2017-12-19,1398635,999999,430,2,404.9250,380.6295,206.4450,USD,1
292000,2,2017-12-29,2017-12-30,1439249,999999,1982,8,443.7000,443.7000,204.0390,USD,1
319904,2,2018-10-04,2018-10-06,1991460,999999,1508,2,300.0000,300.0000,137.9600,USD,1
368902,2,2020-02-06,2020-02-08,1880727,999999,563,7,2295.0000,2088.4500,760.3800,USD,1
291921,2,2017-12-28,2017-12-31,2014410,999999,2100,6,1327.5000,1168.2000,439.8300,USD,1
330500,2,2019-01-18,2019-01-22,1276606,999999,186,1,89.9000,82.7080,45.8300,USD,1
294202,2,2018-01-20,2018-01-21,1378598,999999,2115,4,789.7500,702.8775,363.1770,USD,1
334408,2,2019-02-26,2019-03-01,1405964,999999,143,1,299.9900,263.9912,152.9400,USD,1
370704,2,2020-02-24,2020-02-26,1281861,999999,419,6,369.0000,328.4100,188.1300,USD,1
361802,2,2019-11-27,2019-11-30,1429991,999999,1614,2,259.9900,259.9900,86.1400,USD,1
370805,2,2020-02-25,2020-02-29,1775679,999999,1655,9,289.9900,263.8909,96.0800,USD,1
365501,2,2020-01-03,2020-01-06,1854685,999999,392,1,382.9500,382.9500,195.2400,USD,1
311901,2,2018-07-16,2018-07-18,1341338,999999,2373,3,299.9900,299.9900,152.9400,USD,1
335307,2,2019-03-07,2019-03-09,1911419,999999,1516,2,288.0000,288.0000,132.4400,USD,1
317200,2,2018-09-07,2018-09-10,1766207,999999,1704,3,6.9900,6.0813,3.5600,USD,1
307901,2,2018-06-06,2018-06-09,1783114,999999,1963,1,3199.9900,3199.9900,1060.2200,USD,1
297401,2,2018-02-21,2018-02-23,1540003,999999,795,6,20.8500,17.9310,10.6350,USD,1
326403,2,2018-12-08,2018-12-10,1468140,999999,1591,3,12.6600,11.0142,5.8200,USD,1
328804,2,2019-01-01,2019-01-03,1693705,999999,341,5,967.0000,860.6300,444.6900,USD,1
369403,2,2020-02-11,2020-02-15,1707421,999999,1526,2,238.0000,214.2000,109.4500,USD,1
352002,2,2019-08-21,2019-08-24,1763607,999999,585,3,139.0000,122.3200,70.8700,USD,1
367008,2,2020-01-18,2020-01-20,1464374,999999,1674,4,6.9900,6.2211,3.5600,USD,1
296004,2,2018-02-07,2018-02-10,1857819,999999,1694,3,7.9920,7.0329,3.6720,USD,1
364010,2,2019-12-19,2019-12-22,2054411,999999,1721,1,70.1300,61.0131,32.2500,USD,1
363000,2,2019-12-09,2019-12-11,1933265,999999,178,3,66.0000,60.7200,33.6500,USD,1
284900,2,2017-10-19,2017-10-21,1364728,999999,449,2,523.5000,523.5000,240.7350,USD,1
320803,2,2018-10-13,2018-10-16,2065224,999999,1506,1,288.0000,253.4400,132.4400,USD,1
351902,2,2019-08-20,2019-08-24,1268973,999999,1597,2,57.8800,53.8284,26.6200,USD,1
319002,2,2018-09-25,2018-09-26,1386627,999999,1427,2,230.0000,230.0000,105.7700,USD,1
311702,2,2018-07-14,2018-07-15,1247764,999999,2108,1,508.0000,508.0000,258.9900,USD,1
320801,2,2018-10-13,2018-10-15,1909344,999999,152,1,1184.9700,1184.9700,392.6000,USD,1
329007,2,2019-01-03,2019-01-05,1538921,999999,1672,1,16.8900,15.2010,5.6000,USD,1
333915,2,2019-02-21,2019-02-23,1399003,999999,324,2,500.0000,465.0000,229.9300,USD,1
296909,2,2018-02-16,2018-02-18,1928671,999999,1640,1,29.7570,27.6740,9.8540,USD,1
324103,3,2018-11-15,2018-11-17,2028309,999999,1949,5,279.9900,279.9900,142.7500,USD,1
284405,3,2017-10-14,2017-10-16,1434062,999999,428,4,1453.5000,1453.5000,481.5750,USD,1
293102,3,2018-01-09,2018-01-13,1397354,999999,1487,3,373.8000,358.8480,171.8920,USD,1
340802,3,2019-05-01,2019-05-06,1843057,999999,1501,2,229.0000,229.0000,105.3100,USD,1
325002,3,2018-11-24,2018-11-28,2007413,999999,449,2,349.0000,314.1000,160.4900,USD,1
352304,3,2019-08-24,2019-08-29,1693545,999999,1550,2,280.0000,252.0000,128.7600,USD,1
354202,3,2019-09-12,2019-09-16,1649990,999999,1618,6,58.9900,58.9900,27.1300,USD,1
297500,3,2018-02-22,2018-02-24,1510814,999999,174,1,123.4050,123.4050,40.8880,USD,1
370406,3,2020-02-21,2020-02-23,1525057,999999,1295,4,595.0000,541.4500,197.1400,USD,1
288609,3,2017-11-25,2017-11-30,1277985,999999,1136,5,528.5500,512.6935,175.1200,USD,1
347903,3,2019-07-11,2019-07-12,1386803,999999,2357,1,429.9900,374.0913,197.7400,USD,1
370408,3,2020-02-21,2020-02-27,1570765,999999,698,3,188.0000,188.0000,86.4500,USD,1
284302,3,2017-10-13,2017-10-18,1553356,999999,112,3,224.9910,211.4915,74.5470,USD,1
296803,3,2018-02-15,2018-02-21,1329087,999999,2512,2,181.9860,181.9860,60.2980,USD,1
269504,3,2017-05-18,2017-05-20,1337541,999999,113,2,224.9910,224.9910,74.5470,USD,1
363200,3,2019-12-11,2019-12-13,1882871,999999,1691,3,5.3900,5.3900,2.7500,USD,1
321508,3,2018-10-20,2018-10-22,1857259,999999,1473,1,269.0000,258.2400,123.7000,USD,1
291920,3,2017-12-28,2018-01-02,1351606,999999,2493,7,34.9860,31.1375,17.8360,USD,1
334408,3,2019-02-26,2019-03-01,1405964,999999,1485,2,230.0000,204.7000,105.7700,USD,1
286702,3,2017-11-06,2017-11-10,1272664,999999,1612,8,233.9870,212.9281,107.6010,USD,1
296109,3,2018-02-08,2018-02-11,1612372,999999,1455,1,406.0000,406.0000,186.7040,USD,1
345202,3,2019-06-14,2019-06-15,1343826,999999,216,4,549.0000,549.0000,252.4700,USD,1
331002,3,2019-01-23,2019-01-26,1640061,999999,1626,4,219.0000,219.0000,72.5600,USD,1
276701,3,2017-07-29,2017-08-02,1897806,999999,434,4,898.5000,862.5600,413.1900,USD,1
320403,3,2018-10-09,2018-10-12,1223858,999999,1417,3,268.0000,268.0000,123.2400,USD,1
362101,3,2019-11-30,2019-12-04,1971754,999999,472,3,69.0000,62.7900,35.1800,USD,1
310606,3,2018-07-03,2018-07-05,1790438,999999,821,1,29.9000,29.9000,13.7500,USD,1
331200,3,2019-01-25,2019-01-28,1631231,999999,1642,2,57.8800,57.8800,26.6200,USD,1
326701,3,2018-12-11,2018-12-13,1412125,999999,1560,1,330.0000,293.7000,151.7600,USD,1
369302,3,2020-02-10,2020-02-12,1304458,999999,2500,1,23.7200,21.1108,12.0900,USD,1
287601,3,2017-11-15,2017-11-16,1659181,999999,1646,2,207.9870,185.1084,95.6410,USD,1
296004,3,2018-02-07,2018-02-10,1857819,999999,1419,7,361.2000,314.2440,166.1100,USD,1
318401,3,2018-09-19,2018-09-21,1226572,999999,1114,3,334.0000,334.0000,153.5900,USD,1
322805,3,2018-11-02,2018-11-05,1297543,999999,1671,10,4.9900,4.8403,2.5400,USD,1
311509,3,2018-07-12,2018-07-16,1774947,999999,1706,1,8.8800,7.9920,4.0800,USD,1
290405,3,2017-12-13,2017-12-17,1320411,999999,421,3,703.5000,633.1500,323.5200,USD,1
353900,3,2019-09-09,2019-09-12,1718600,999999,1678,5,16.8900,16.8900,5.6000,USD,1
287504,3,2017-11-14,2017-11-16,1779707,999999,150,6,1125.7215,968.1204,372.9700,USD,1
325200,3,2018-11-26,2018-12-02,1539484,999999,1669,7,6.8900,6.8900,3.1700,USD,1
310900,3,2018-07-06,2018-07-11,1501595,999999,454,4,269.9000,269.9000,137.6000,USD,1
331204,3,2019-01-25,2019-01-30,1587448,999999,456,2,559.0000,480.7400,257.0600,USD,1
314204,3,2018-08-08,2018-08-10,1890068,999999,1363,1,22.9900,20.9209,10.5700,USD,1
292116,3,2017-12-30,2018-01-01,1698794,999999,1618,2,76.6870,76.6870,35.2690,USD,1
297903,3,2018-02-26,2018-03-02,2023185,999999,825,3,20.8500,18.7650,10.6350,USD,1
330500,3,2019-01-18,2019-01-22,1276606,999999,2499,1,23.7200,21.1108,12.0900,USD,1
318304,3,2018-09-18,2018-09-20,2024621,999999,1361,2,49.9900,43.9912,16.5600,USD,1
324006,3,2018-11-14,2018-11-15,1637334,999999,1686,8,6.9900,6.1512,3.5600,USD,1
290005,3,2017-12-09,2017-12-15,1988432,999999,341,2,1450.5000,1290.9450,667.0350,USD,1
357502,3,2019-10-15,2019-10-16,1925225,999999,1385,10,22.9900,22.9900,10.5700,USD,1
314203,3,2018-08-08,2018-08-09,2065827,999999,444,1,919.0000,799.5300,304.4800,USD,1
334400,3,2019-02-26,2019-02-27,1367470,999999,123,1,279.9900,257.5908,128.7600,USD,1
368406,3,2020-02-01,2020-02-03,1582048,999999,54,4,296.0000,257.5200,98.0700,USD,1
291712,3,2017-12-26,2017-12-29,1792290,999999,1585,1,29.7570,25.5910,9.8540,USD,1
308803,3,2018-06-15,2018-06-17,1401397,999999,1456,4,301.0000,264.8800,138.4200,USD,1
365000,3,2019-12-29,2020-01-03,1879137,999999,1306,1,68.0000,59.8400,31.2700,USD,1
311702,3,2018-07-14,2018-07-15,1247764,999999,1673,8,5.5000,5.5000,2.8000,USD,1
322703,3,2018-11-01,2018-11-06,1574732,999999,1640,2,22.8900,22.8900,7.5800,USD,1
304705,3,2018-05-05,2018-05-07,1881392,999999,1837,7,2652.0000,2652.0000,878.6600,USD,1
329902,3,2019-01-12,2019-01-13,1684201,999999,1591,2,12.6600,12.6600,5.8200,USD,1
363502,3,2019-12-14,2019-12-18,1570197,999999,1462,2,268.0000,243.8800,123.2400,USD,1
357208,3,2019-10-12,2019-10-13,1524904,999999,1649,3,259.9900,259.9900,86.1400,USD,1
274606,3,2017-07-08,2017-07-11,1248660,999999,875,1,194.9250,194.9250,64.5900,USD,1
370805,3,2020-02-25,2020-02-29,1775679,999999,1258,6,39.9900,35.5911,20.3900,USD,1
312402,3,2018-07-21,2018-07-22,1584851,999999,1643,5,57.8800,52.6708,26.6200,USD,1
362300,3,2019-12-02,2019-12-05,1337977,999999,1593,3,13.8900,12.6399,6.3900,USD,1
284806,3,2017-10-18,2017-10-20,1518931,999999,1563,5,375.2000,375.2000,172.5360,USD,1
345005,3,2019-06-12,2019-06-14,1824910,999999,1362,2,16.9900,16.9900,7.8100,USD,1
322702,3,2018-11-01,2018-11-04,1873894,999999,1605,1,289.9900,289.9900,96.0800,USD,1
325506,3,2018-11-29,2018-12-04,1485222,999999,126,6,143.4000,126.1920,73.1100,USD,1
328914,3,2019-01-02,2019-01-05,1769035,999999,432,2,499.9000,499.9000,254.8600,USD,1
345600,3,2019-06-18,2019-06-20,2052621,999999,1681,1,6.8900,6.2010,3.1700,USD,1
282901,6,2017-09-29,2017-10-04,1681885,999999,108,3,119.6910,114.9033,55.0440,USD,1
289600,5,2017-12-05,2017-12-09,1934197,999999,1292,1,403.2050,354.8204,133.5950,USD,1
362101,4,2019-11-30,2019-12-04,1971754,999999,277,3,480.0000,460.8000,244.7200,USD,1
324006,4,2018-11-14,2018-11-15,1637334,999999,1357,2,38.9900,38.9900,17.9300,USD,1
363201,4,2019-12-11,2019-12-13,2005327,999999,1600,8,57.8800,51.5132,26.6200,USD,1
369400,6,2020-02-11,2020-02-13,1418015,999999,582,2,299.0000,299.0000,137.5000,USD,1
370003,5,2020-02-17,2020-02-19,2067658,999999,524,1,179.0000,179.0000,82.3200,USD,1
323202,5,2018-11-06,2018-11-08,1323675,999999,674,3,209.0000,186.0100,69.2500,USD,1
365000,5,2019-12-29,2020-01-03,1879137,999999,1235,1,838.0000,838.0000,385.3700,USD,1
331706,6,2019-01-30,2019-02-01,1928459,999999,100,2,120.0000,109.2000,55.1800,USD,1
284408,5,2017-10-14,2017-10-16,1545511,999999,447,1,344.8500,303.4680,175.8150,USD,1
345600,5,2019-06-18,2019-06-20,2052621,999999,1014,3,129.0000,112.2300,59.3200,USD,1
335307,5,2019-03-07,2019-03-09,1911419,999999,849,5,15.6000,15.6000,7.9500,USD,1
320403,4,2018-10-09,2018-10-12,1223858,999999,706,3,79.0000,69.5200,40.2800,USD,1
322702,4,2018-11-01,2018-11-04,1873894,999999,191,1,66.0000,66.0000,33.6500,USD,1
312003,6,2018-07-17,2018-07-18,1958384,999999,416,2,969.0000,969.0000,321.0500,USD,1
293107,4,2018-01-09,2018-01-12,1999383,999999,117,3,161.4905,158.2606,82.3365,USD,1
288800,5,2017-11-27,2017-12-01,1856080,999999,1610,5,376.9870,376.9870,124.9040,USD,1
324103,4,2018-11-15,2018-11-17,2028309,999999,442,3,269.9000,242.9100,137.6000,USD,1
353900,4,2019-09-09,2019-09-12,1718600,999999,93,7,67.4000,64.0300,34.3600,USD,1
329001,4,2019-01-03,2019-01-05,1829042,999999,1659,1,259.9900,259.9900,86.1400,USD,1
323202,6,2018-11-06,2018-11-08,1323675,999999,1631,3,12.6600,12.6600,5.8200,USD,1
363906,5,2019-12-18,2019-12-19,1859745,999999,1653,3,109.9900,109.9900,56.0800,USD,1
362101,6,2019-11-30,2019-12-04,1971754,999999,2371,1,429.9900,395.5908,197.7400,USD,1
345202,4,2019-06-14,2019-06-15,1343826,999999,325,1,499.0000,499.0000,229.4700,USD,1
325200,6,2018-11-26,2018-12-02,1539484,999999,1347,1,21.0000,21.0000,9.6600,USD,1
368406,4,2020-02-01,2020-02-03,1582048,999999,1984,3,199.9900,199.9900,91.9700,USD,1
363906,4,2019-12-18,2019-12-19,1859745,999999,1590,2,22.8900,19.9143,7.5800,USD,1
310606,4,2018-07-03,2018-07-05,1790438,999999,1544,1,238.0000,238.0000,109.4500,USD,1
316101,4,2018-08-27,2018-08-30,1877669,999999,119,4,119.9900,109.1909,61.1700,USD,1
323202,4,2018-11-06,2018-11-08,1323675,999999,1636,1,12.6600,11.3940,5.8200,USD,1
328914,5,2019-01-02,2019-01-05,1769035,999999,2361,2,109.9900,97.8911,56.0800,USD,1
276701,5,2017-07-29,2017-08-02,1897806,999999,995,2,207.3500,184.5415,95.3480,USD,1
365000,6,2019-12-29,2020-01-03,1879137,999999,1584,1,9.9900,8.8911,5.0900,USD,1
322702,5,2018-11-01,2018-11-04,1873894,999999,1550,4,280.0000,243.6000,128.7600,USD,1
312003,5,2018-07-17,2018-07-18,1958384,999999,1593,6,13.8900,13.8900,6.3900,USD,1
331706,5,2019-01-30,2019-02-01,1928459,999999,2265,7,229.9900,202.3912,105.7600,USD,1
279904,4,2017-08-30,2017-09-01,1219057,999999,1634,6,12.9870,12.2077,6.6170,USD,1
326701,5,2018-12-11,2018-12-13,1412125,999999,1348,6,22.9900,22.9900,10.5700,USD,1
311702,4,2018-07-14,2018-07-15,1247764,999999,693,2,229.0000,206.1000,75.8700,USD,1
284405,5,2017-10-14,2017-10-16,1434062,999999,428,3,1453.5000,1293.6150,481.5750,USD,1
331706,4,2019-01-30,2019-02-01,1928459,999999,1697,7,5.3900,5.3900,2.7500,USD,1
328113,4,2018-12-25,2018-12-28,1255007,999999,1579,6,219.0000,192.7200,72.5600,USD,1
291113,5,2017-12-20,2017-12-21,1576421,999999,1600,2,75.2440,74.4915,34.6060,USD,1
334408,6,2019-02-26,2019-03-01,1405964,999999,2514,3,129.9900,122.1906,43.0700,USD,1
322703,5,2018-11-01,2018-11-06,1574732,999999,1693,2,6.8800,6.1920,3.1600,USD,1
288800,6,2017-11-27,2017-12-01,1856080,999999,707,2,136.5000,136.5000,69.5850,USD,1
318304,4,2018-09-18,2018-09-20,2024621,999999,391,6,699.0000,622.1100,321.4400,USD,1
328204,5,2018-12-26,2018-12-28,1650430,999999,1606,4,159.9900,139.1913,73.5700,USD,1
329902,4,2019-01-12,2019-01-13,1684201,999999,169,1,119.0000,113.0500,54.7200,USD,1
324308,4,2018-11-17,2018-11-20,1461819,999999,1448,2,256.0000,227.8400,117.7300,USD,1
331105,3,2019-01-24,2019-01-24,2071975,480,1261,1,36.9900,32.9211,18.8600,USD,1
371004,4,2020-02-27,2020-02-27,1513894,650,372,3,758.0000,758.0000,348.5800,USD,1
298905,4,2018-03-08,2018-03-08,1398804,480,1406,1,19.8660,17.8794,10.1220,USD,1
273900,3,2017-07-01,2017-07-01,1812408,670,1463,1,410.2000,352.7720,188.6360,USD,1
315402,3,2018-08-20,2018-08-20,1510340,585,374,2,1299.0000,1195.0800,430.3800,USD,1
288904,3,2017-11-28,2017-11-28,1250181,610,1087,6,393.8000,346.5440,181.0930,USD,1
295601,3,2018-02-03,2018-02-03,1630511,430,1605,6,376.9870,376.9870,124.9040,USD,1
309404,4,2018-06-21,2018-06-21,2007877,560,578,3,999.0000,869.1300,459.4000,USD,1
310905,3,2018-07-06,2018-07-06,2074785,590,1415,7,300.0000,270.0000,137.9600,USD,1
284004,4,2017-10-10,2017-10-10,1559835,670,393,7,898.5000,781.6950,413.1900,USD,1
343801,3,2019-05-31,2019-05-31,1740793,540,200,3,549.0000,488.6100,252.4700,USD,1
271402,5,2017-06-06,2017-06-06,2074662,430,124,1,265.9905,247.3711,122.3220,USD,1
318507,3,2018-09-20,2018-09-20,1295879,620,340,8,819.0000,819.0000,376.6300,USD,1
367303,3,2020-01-21,2020-01-21,2060646,500,122,1,279.9900,249.1911,128.7600,USD,1
368601,4,2020-02-03,2020-02-03,1376774,670,1212,4,180.0000,174.6000,91.7700,USD,1
280704,5,2017-09-07,2017-09-07,1797850,660,1457,2,264.6000,264.6000,121.6740,USD,1
333408,3,2019-02-16,2019-02-16,1874193,440,2421,2,25.9900,22.3514,13.2500,USD,1
365100,3,2019-12-30,2019-12-30,1678100,510,40,5,299.2300,299.2300,99.1400,USD,1
326204,3,2018-12-06,2018-12-06,1992303,650,1357,8,38.9900,34.7011,17.9300,USD,1
328507,3,2018-12-29,2018-12-29,1779351,430,1663,10,6.8900,6.8900,3.1700,USD,1
359501,3,2019-11-04,2019-11-04,1542782,470,1472,2,239.0000,222.2700,109.9100,USD,1
308212,3,2018-06-09,2018-06-09,1853051,480,151,2,1184.9700,1042.7736,392.6000,USD,1
306812,3,2018-05-26,2018-05-26,1515752,510,1640,4,22.8900,20.3721,7.5800,USD,1
289601,3,2017-12-05,2017-12-05,1495797,470,1670,4,8.0910,7.2819,3.7170,USD,1
357802,3,2019-10-18,2019-10-18,1734483,450,1587,1,17.9900,16.0111,8.2700,USD,1
283707,3,2017-10-07,2017-10-07,1250509,585,1503,3,376.6000,376.6000,173.1800,USD,1
363103,6,2019-12-10,2019-12-10,1439617,550,1460,2,300.0000,300.0000,137.9600,USD,1
327708,4,2018-12-21,2018-12-21,1622064,470,1404,5,32.9900,29.3611,15.1700,USD,1
292400,5,2018-01-02,2018-01-02,1238971,450,1687,3,6.1920,5.9443,2.8440,USD,1
364106,5,2019-12-20,2019-12-20,1859011,585,412,6,382.9500,382.9500,195.2400,USD,1
351100,3,2019-08-12,2019-08-12,1249709,560,433,1,969.0000,969.0000,321.0500,USD,1
273205,4,2017-06-24,2017-06-24,1977249,550,1783,1,38.7000,35.6040,19.7280,USD,1
368601,3,2020-02-03,2020-02-03,1376774,670,1469,2,200.0000,200.0000,91.9700,USD,1
351301,3,2019-08-14,2019-08-14,1580601,650,1623,2,219.0000,219.0000,72.5600,USD,1
284402,4,2017-10-14,2017-10-14,2063886,630,1655,3,376.9870,376.9870,124.9040,USD,1
344302,4,2019-06-05,2019-06-05,1834761,660,1612,3,179.9900,158.3912,82.7700,USD,1
286000,3,2017-10-30,2017-10-30,1273131,585,1923,10,443.7000,394.8930,204.0390,USD,1
362807,4,2019-12-07,2019-12-07,2076169,650,65,1,181.0000,159.2800,83.2400,USD,1
309404,3,2018-06-21,2018-06-21,2007877,560,1609,3,259.9900,249.5904,86.1400,USD,1
367002,3,2020-01-18,2020-01-18,1383827,620,1198,1,411.0000,369.9000,209.5400,USD,1
284402,3,2017-10-14,2017-10-14,2063886,630,121,3,113.9905,99.1717,58.1115,USD,1
298306,3,2018-03-02,2018-03-02,2024493,440,443,1,523.5000,523.5000,240.7350,USD,1
333418,3,2019-02-16,2019-02-16,1526254,530,441,2,229.9000,206.9100,117.2100,USD,1
270700,4,2017-05-30,2017-05-30,1820377,465,324,2,475.0000,475.0000,218.4335,USD,1
311705,6,2018-07-14,2018-07-14,1676193,590,668,4,147.0000,126.4200,67.6000,USD,1
332003,3,2019-02-02,2019-02-02,1370985,630,118,3,169.9900,149.5912,86.6700,USD,1
356101,3,2019-10-01,2019-10-01,1287628,470,759,1,11.9000,10.3530,6.0700,USD,1
297414,3,2018-02-21,2018-02-21,1264442,610,2184,6,400.5000,348.4350,184.1760,USD,1
335701,3,2019-03-11,2019-03-11,1556426,500,441,6,229.9000,229.9000,117.2100,USD,1
309608,3,2018-06-23,2018-06-23,1520615,560,1625,8,219.0000,199.2900,72.5600,USD,1
295801,4,2018-02-05,2018-02-05,2030928,610,1409,1,824.6000,709.1560,273.2100,USD,1
328503,3,2018-12-29,2018-12-29,2039662,550,1584,1,9.9900,9.7902,5.0900,USD,1
287206,4,2017-11-11,2017-11-11,1591998,630,712,1,193.5000,172.2150,88.9800,USD,1
348002,5,2019-07-12,2019-07-12,1488774,470,2380,3,299.9900,260.9913,152.9400,USD,1
357202,3,2019-10-12,2019-10-12,1974809,590,1616,2,56.9900,56.9900,26.2100,USD,1
271402,3,2017-06-06,2017-06-06,2074662,430,167,6,65.5500,57.6840,33.4210,USD,1
286509,5,2017-11-04,2017-11-04,1671344,610,1606,1,207.9870,207.9870,95.6410,USD,1
286509,3,2017-11-04,2017-11-04,1671344,610,723,2,153.0000,146.8800,78.0000,USD,1
356101,4,2019-10-01,2019-10-01,1287628,470,1462,4,268.0000,268.0000,123.2400,USD,1
286300,3,2017-11-02,2017-11-02,1532393,470,1173,6,475.2000,432.4320,242.2750,USD,1
306812,5,2018-05-26,2018-05-26,1515752,510,368,3,1299.0000,1130.1300,430.3800,USD,1
320804,3,2018-10-13,2018-10-13,1953320,660,574,2,109.0000,98.1000,55.5700,USD,1
298306,4,2018-03-02,2018-03-02,2024493,440,1204,3,1760.0000,1566.4000,583.1210,USD,1
364106,3,2019-12-20,2019-12-20,1859011,585,456,8,559.0000,559.0000,257.0600,USD,1
364809,4,2019-12-27,2019-12-27,1812476,540,458,2,229.9000,202.3120,117.2100,USD,1
313804,3,2018-08-04,2018-08-04,1920351,570,1621,1,12.9900,12.9900,6.6200,USD,1
311705,4,2018-07-14,2018-07-14,1676193,590,1664,6,8.9900,8.9900,4.1300,USD,1
292411,3,2018-01-02,2018-01-02,1745820,450,1631,1,16.4580,16.4580,7.5660,USD,1
306406,5,2018-05-22,2018-05-22,1565300,570,1620,10,60.9900,60.9900,28.0500,USD,1
285402,5,2017-10-24,2017-10-24,1271169,440,696,2,285.0000,253.6500,131.0550,USD,1
280203,4,2017-09-02,2017-09-02,2094523,570,160,2,1044.9905,982.2910,480.5575,USD,1
284004,5,2017-10-10,2017-10-10,1559835,670,2515,1,4.6900,4.0803,2.3940,USD,1
291212,3,2017-12-21,2017-12-21,1979837,590,1696,2,15.2910,13.1502,5.0670,USD,1
280002,3,2017-08-31,2017-08-31,1367344,550,1384,3,23.7860,23.7860,12.1240,USD,1
351203,3,2019-08-13,2019-08-13,1894378,585,1644,1,57.8800,52.0920,26.6200,USD,1
